10000000	0.278471
20000000	0.441165
30000000	0.654894
40000000	0.821369
50000000	1.196738
60000000	1.269110
70000000	1.521380
80000000	1.679505
90000000	1.879562
100000000	2.046759
110000000	2.282580
120000000	2.528136
130000000	3.177611
140000000	2.900837
150000000	3.027948
160000000	3.290412
170000000	3.811754
180000000	3.619006
190000000	3.960389
200000000	4.151272
210000000	5.150371
220000000	4.465230
230000000	4.640184
240000000	4.960827
250000000	5.166493
