10000000	0.281450
20000000	0.480927
30000000	0.688393
40000000	0.866872
50000000	1.138692
60000000	1.265256
70000000	1.526694
80000000	1.703785
90000000	1.839939
100000000	2.028536
110000000	2.236593
120000000	2.539558
130000000	3.376811
140000000	2.841492
150000000	3.039960
160000000	3.338419
170000000	3.716261
180000000	3.729834
190000000	3.954171
200000000	4.011877
210000000	5.282988
220000000	4.529874
230000000	4.627472
240000000	4.813371
250000000	5.073078
